subject_name,course_link,course_Name,course_Code,uoc,conditions_For_Enrolment,exclusion_Courses,faculty,school,offering_Term,COURSEID
 Commerce,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMM4003/?browseBySubjectArea=55ce03204f0f5b00eeb3eb4f0310c77d&,Qualitative Research Methods,COMM4003,6,Prerequisite conditions: enroled in program (4501 OR 4502),COMM4002,UNSW Business School,School of Information Systems and Technology Management,,2909
 Commerce,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMM4003/?browseBySubjectArea=55ce03204f0f5b00eeb3eb4f0310c77d&,Qualitative Research Methods,COMM4003,6,Prerequisite conditions: enroled in program (4501 OR 4502),INFS4887,UNSW Business School,School of Information Systems and Technology Management,,2910
 Computer Science,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/COMP1400/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Programming for Designers,COMP1400,6,"Prerequisite: Enrolment in a non-CSE major (no BINF, COMP, or SENG)",INFS1609,Faculty of Engineering,School of Computer Science and Engineering,Term 3,2911
 Computer Science,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/COMP1400/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Programming for Designers,COMP1400,6,"Prerequisite: Enrolment in a non-CSE major (no BINF, COMP, or SENG)",INFS2609,Faculty of Engineering,School of Computer Science and Engineering,Term 3,2912
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3153/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Algorithmic Verification,COMP3153,6,Prerequisite: A mark of at least 65 in COMP1927 or COMP2521,COMP9153,Faculty of Engineering,School of Computer Science and Engineering,Term 1,2913
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3231/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Operating Systems,COMP3231,6,"Prerequisite: COMP1521 or COMP2121, and COMP2521 or COMP1927",COMP9201,Faculty of Engineering,School of Computer Science and Engineering,Term 1,2914
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3231/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Operating Systems,COMP3231,6,"Prerequisite: COMP1521 or COMP2121, and COMP2521 or COMP1927",COMP9283,Faculty of Engineering,School of Computer Science and Engineering,Term 1,2915
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3891/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Extended Operating Systems,COMP3891,6,"Prerequisite: COMP1521 or COMP2121, and COMP2521 or COMP1927, and a WAM of at least 75",COMP9201,Faculty of Engineering,School of Computer Science and Engineering,Term 1,2916
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3891/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Extended Operating Systems,COMP3891,6,"Prerequisite: COMP1521 or COMP2121, and COMP2521 or COMP1927, and a WAM of at least 75",COMP9283,Faculty of Engineering,School of Computer Science and Engineering,Term 1,2917
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3900/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Computer Science Project,COMP3900,6,"Prerequisite: COMP1531, and COMP2521 or COMP1927, and enrolled in a BSc Computer Science major.",COMP9900,Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2, Term 3",2918
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP3900/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Computer Science Project,COMP3900,6,"Prerequisite: COMP1531, and COMP2521 or COMP1927, and enrolled in a BSc Computer Science major.",COMP9945,Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2, Term 3",2919
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP4931/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Thesis Part B,COMP4931,6,Prerequisite: COMP4930.  Excluded: Program 4515.,BIOM5951,Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2, Term 3",2920
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP4931/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Thesis Part B,COMP4931,6,Prerequisite: COMP4930.  Excluded: Program 4515.,BIOM5961,Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2, Term 3",2921
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP4931/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Thesis Part B,COMP4931,6,Prerequisite: COMP4930.  Excluded: Program 4515.,COMP4941,Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2, Term 3",2922
 Criminology,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CRIM2014/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Issues in Policing,CRIM2014,6,Prerequisite: 24 units of credit at Level 1 including CRIM1010 and CRIM1011,JURD7789,Faculty of Arts and Social Sciences,School of Social Sciences,Term 1,2923
 Criminology,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CRIM2036/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Prison and Punishment: Introduction to Penology,CRIM2036,6,Prerequisite: 24 units of credit at Level 1 including CRIM1010 or CRIM1011,JURD7405,Faculty of Arts and Social Sciences,School of Social Sciences,Term 3,2924
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3024/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Issues in Drug Policy,CRIM3024,6,Prerequisite: CRIM2021 or LAWS1022,JURD7527,Faculty of Arts and Social Sciences,School of Social Sciences,Term 3,2925
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CVEN1701/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Environmental Principles and Systems,CVEN1701,6,null,CVEN9892,Faculty of Engineering,School of Civil and Environmental Engineering,Term 3,2926
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CVEN2401/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Sustainable Transport and Highway Engineering,CVEN2401,6,null,CVEN2402,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,2927
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CVEN2401/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Sustainable Transport and Highway Engineering,CVEN2401,6,null,CVEN3401,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,2928
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CVEN2401/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Sustainable Transport and Highway Engineering,CVEN2401,6,null,CVEN3402,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,2929
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN2402/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Transport Engineering and Environmental Sustainability,CVEN2402,6,null,CVEN3401,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,2930
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN2402/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Transport Engineering and Environmental Sustainability,CVEN2402,6,null,CVEN3402,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,2931
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN2701/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Water and Atmospheric Chemistry,CVEN2701,6,Prerequisite: CHEM1011 or CHEM1031 or CHEM1811,BIOS1301,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,2932
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN2701/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Water and Atmospheric Chemistry,CVEN2701,6,Prerequisite: CHEM1011 or CHEM1031 or CHEM1811,CVEN9884,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,2933
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3401/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Sustainable Transport and Highway Engineering,CVEN3401,6,null,CVEN2401,Faculty of Engineering,School of Civil and Environmental Engineering,,2934
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3401/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Sustainable Transport and Highway Engineering,CVEN3401,6,null,CVEN2402,Faculty of Engineering,School of Civil and Environmental Engineering,,2935
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3401/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Sustainable Transport and Highway Engineering,CVEN3401,6,null,CVEN3402,Faculty of Engineering,School of Civil and Environmental Engineering,,2936
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3402/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Transport Engineering and Environmental Sustainability,CVEN3402,6,null,CVEN2401,Faculty of Engineering,School of Civil and Environmental Engineering,,2937
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3402/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Transport Engineering and Environmental Sustainability,CVEN3402,6,null,CVEN2402,Faculty of Engineering,School of Civil and Environmental Engineering,,2938
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3402/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Transport Engineering and Environmental Sustainability,CVEN3402,6,null,CVEN3401,Faculty of Engineering,School of Civil and Environmental Engineering,,2939
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4030/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Honours Thesis A,CVEN4030,6,Prerequisite: 132 units of credit completed and WA of 63.,CVEN4032,Faculty of Engineering,School of Civil and Environmental Engineering,"Summer Term, Term 1, Term 2, Term 3",2940
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4030/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Honours Thesis A,CVEN4030,6,Prerequisite: 132 units of credit completed and WA of 63.,CVEN4040,Faculty of Engineering,School of Civil and Environmental Engineering,"Summer Term, Term 1, Term 2, Term 3",2941
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4030/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Honours Thesis A,CVEN4030,6,Prerequisite: 132 units of credit completed and WA of 63.,CVEN4050,Faculty of Engineering,School of Civil and Environmental Engineering,"Summer Term, Term 1, Term 2, Term 3",2942
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4031/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Honours Thesis B,CVEN4031,6,Prerequisite: CVEN4030.,CVEN4033,Faculty of Engineering,School of Civil and Environmental Engineering,"Summer Term, Term 1, Term 2, Term 3",2943
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4031/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Honours Thesis B,CVEN4031,6,Prerequisite: CVEN4030.,CVEN4041,Faculty of Engineering,School of Civil and Environmental Engineering,"Summer Term, Term 1, Term 2, Term 3",2944
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4031/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Honours Thesis B,CVEN4031,6,Prerequisite: CVEN4030.,CVEN4051,Faculty of Engineering,School of Civil and Environmental Engineering,"Summer Term, Term 1, Term 2, Term 3",2945
